Year,Month,Week,Country,Region,Student_Count,Gender,Degree_Type,Course,Interest_Area
2022,May,19,India,Europe,127,Male,Postgraduate,Science,Research
2023,April,14,India,Oceania,131,Female,PhD,Medicine,Entrepreneurship
2023,March,13,Australia,Oceania,299,Male,Postgraduate,Science,Employment
2023,September,36,Canada,Europe,148,Other,Postgraduate,Arts,Employment
2022,December,52,USA,Europe,443,Other,Postgraduate,Engineering,Employment
2022,August,33,Canada,Europe,116,Other,Undergraduate,Medicine,Entrepreneurship
2023,March,09,UK,Asia,456,Female,Postgraduate,Arts,Research
2022,August,31,India,North America,113,Female,Undergraduate,Arts,Entrepreneurship
2022,July,30,UK,Oceania,475,Female,Postgraduate,Science,Employment
2022,May,21,Canada,Asia,390,Other,Undergraduate,Business,Employment
2021,January,03,India,Oceania,380,Female,Postgraduate,Medicine,Entrepreneurship
2021,February,05,Australia,Europe,53,Other,PhD,Engineering,Entrepreneurship
2023,February,09,Canada,Oceania,208,Other,Postgraduate,Engineering,Research
2023,January,04,Australia,North America,433,Male,Postgraduate,Medicine,Employment
2021,July,26,USA,North America,449,Other,Undergraduate,Business,Research
2022,October,40,India,Europe,319,Other,Postgraduate,Medicine,Employment
2021,September,36,USA,Oceania,258,Female,PhD,Arts,Entrepreneurship
2022,January,02,Canada,Oceania,323,Male,PhD,Medicine,Employment
2022,June,25,India,Oceania,191,Male,Postgraduate,Engineering,Employment
2022,March,12,India,Europe,379,Other,PhD,Business,Entrepreneurship
2022,December,51,Australia,Oceania,197,Male,Postgraduate,Engineering,Employment
2023,April,16,USA,Asia,197,Other,Undergraduate,Medicine,Employment
2021,November,45,Australia,Europe,264,Female,Postgraduate,Science,Employment
2021,October,43,India,Oceania,205,Female,Postgraduate,Business,Entrepreneurship
2023,February,07,UK,Asia,274,Female,PhD,Arts,Research
2023,September,36,USA,Oceania,391,Male,Postgraduate,Business,Entrepreneurship
2021,March,13,USA,Asia,273,Other,Postgraduate,Engineering,Entrepreneurship
2022,June,24,USA,Europe,372,Other,Postgraduate,Business,Research
2023,November,47,Australia,Europe,454,Male,Postgraduate,Engineering,Research
2022,March,11,Canada,Asia,224,Other,Undergraduate,Science,Entrepreneurship
2022,July,26,USA,Asia,260,Other,PhD,Medicine,Entrepreneurship
2023,May,21,USA,North America,408,Male,Postgraduate,Arts,Employment
2022,September,37,Australia,North America,94,Other,Postgraduate,Medicine,Entrepreneurship
2022,August,33,Australia,North America,366,Female,Undergraduate,Science,Research
2023,September,38,Australia,Asia,432,Male,PhD,Medicine,Entrepreneurship
2021,June,22,Canada,North America,261,Female,Postgraduate,Medicine,Employment
2023,October,43,India,Oceania,94,Male,Undergraduate,Business,Research
2022,November,44,USA,Asia,176,Other,Undergraduate,Science,Employment
2023,July,30,UK,North America,399,Other,PhD,Business,Research
2022,May,20,Australia,Oceania,220,Male,PhD,Engineering,Research
2022,February,07,Australia,North America,295,Female,PhD,Engineering,Entrepreneurship
2023,January,02,USA,North America,429,Female,PhD,Medicine,Research
2023,October,41,Canada,North America,438,Other,Undergraduate,Engineering,Research
2021,July,30,USA,Asia,243,Other,Undergraduate,Science,Research
2022,March,12,USA,North America,175,Other,Undergraduate,Engineering,Research
2021,September,37,UK,North America,371,Other,Undergraduate,Arts,Employment
2023,June,24,Canada,North America,195,Female,Postgraduate,Medicine,Employment
2021,February,07,UK,Oceania,149,Male,Postgraduate,Arts,Research
2022,May,20,Australia,North America,54,Female,Postgraduate,Engineering,Entrepreneurship
2022,March,11,Australia,Asia,184,Male,Undergraduate,Engineering,Entrepreneurship
2023,October,42,UK,Europe,92,Other,Postgraduate,Science,Research
2022,August,34,Canada,Oceania,88,Female,PhD,Engineering,Employment
2022,September,39,Australia,Asia,460,Male,Undergraduate,Engineering,Research
2023,July,28,Australia,Europe,244,Female,Postgraduate,Medicine,Employment
2022,November,45,UK,Asia,332,Other,Undergraduate,Science,Research
2021,October,42,Australia,Oceania,146,Female,Postgraduate,Arts,Entrepreneurship
2022,January,04,Australia,Oceania,352,Male,PhD,Medicine,Employment
2021,December,48,India,North America,231,Other,Undergraduate,Business,Entrepreneurship
2022,August,34,India,Asia,157,Other,Undergraduate,Arts,Entrepreneurship
2021,February,05,India,Asia,400,Female,Undergraduate,Engineering,Entrepreneurship
2023,November,48,UK,Europe,463,Female,Undergraduate,Business,Research
2021,January,00,USA,Asia,355,Other,PhD,Science,Employment
2022,March,13,India,Oceania,379,Female,PhD,Science,Employment
2023,May,19,Australia,Europe,211,Other,Postgraduate,Engineering,Employment
2021,March,09,UK,North America,97,Other,PhD,Medicine,Research
2022,December,52,Australia,Asia,125,Female,Undergraduate,Science,Entrepreneurship
2021,July,27,USA,Europe,471,Female,Undergraduate,Arts,Employment
2022,March,11,UK,Europe,326,Female,Undergraduate,Arts,Entrepreneurship
2021,March,10,UK,North America,283,Other,Undergraduate,Medicine,Research
2023,October,43,Australia,Europe,403,Female,PhD,Arts,Research
2021,October,43,UK,North America,375,Female,Undergraduate,Engineering,Research
2022,May,20,India,North America,207,Female,Undergraduate,Business,Employment
2021,November,45,Australia,North America,190,Female,Postgraduate,Medicine,Entrepreneurship
2021,January,04,Australia,Oceania,118,Other,Undergraduate,Arts,Research
2022,December,51,USA,Europe,408,Female,Undergraduate,Engineering,Entrepreneurship
2023,September,39,USA,Europe,196,Male,Undergraduate,Science,Entrepreneurship
2021,October,43,Canada,North America,166,Female,Undergraduate,Medicine,Entrepreneurship
2023,June,26,UK,North America,59,Male,Undergraduate,Arts,Entrepreneurship
2022,April,14,India,Asia,396,Female,Postgraduate,Arts,Entrepreneurship
2023,August,33,India,Oceania,377,Male,Postgraduate,Medicine,Entrepreneurship
2023,October,41,Canada,North America,478,Female,PhD,Business,Employment
2023,May,18,USA,North America,208,Male,Postgraduate,Engineering,Research
2022,January,03,Canada,North America,298,Other,PhD,Arts,Research
2021,March,10,Canada,Europe,434,Other,PhD,Science,Entrepreneurship
2023,July,28,Australia,Europe,120,Other,Undergraduate,Business,Research
2022,November,45,UK,Europe,101,Other,PhD,Medicine,Employment
2023,November,45,Australia,Europe,217,Male,Postgraduate,Medicine,Research
2021,September,37,USA,Asia,315,Female,Undergraduate,Engineering,Research
2023,November,46,Australia,Asia,82,Other,PhD,Medicine,Research
2021,October,44,UK,Oceania,427,Other,PhD,Business,Entrepreneurship
2022,October,40,India,Europe,462,Other,Undergraduate,Engineering,Research
2022,January,03,Canada,North America,207,Other,Postgraduate,Engineering,Research
2021,August,34,USA,Oceania,125,Other,Undergraduate,Science,Research
2022,May,21,Canada,North America,411,Male,Postgraduate,Business,Entrepreneurship
2023,June,23,USA,Asia,241,Male,Undergraduate,Medicine,Employment
2023,December,50,Australia,Europe,53,Male,Undergraduate,Business,Employment
2023,January,01,USA,Asia,418,Female,Postgraduate,Arts,Entrepreneurship
2023,November,48,Australia,North America,332,Male,Postgraduate,Engineering,Employment
2023,May,19,Canada,Europe,341,Female,Undergraduate,Arts,Research
2023,August,32,UK,Asia,347,Male,Undergraduate,Engineering,Entrepreneurship
2021,December,51,Australia,Asia,141,Female,Undergraduate,Science,Research
2023,May,21,USA,Asia,278,Male,Postgraduate,Science,Research
2021,November,46,USA,Oceania,297,Female,PhD,Science,Employment
2023,October,43,India,Asia,188,Female,Undergraduate,Engineering,Entrepreneurship
2023,October,41,Australia,Asia,109,Female,Undergraduate,Arts,Research
2022,April,16,India,Europe,100,Other,Postgraduate,Engineering,Research
2022,September,36,UK,North America,425,Other,PhD,Engineering,Research
2021,March,11,Australia,Oceania,297,Female,Postgraduate,Engineering,Entrepreneurship
2021,August,32,India,Europe,305,Male,PhD,Science,Research
2023,January,02,UK,North America,305,Female,Postgraduate,Business,Research
2022,October,41,Australia,Europe,440,Male,Postgraduate,Business,Research
2021,June,24,India,Asia,107,Male,Undergraduate,Arts,Entrepreneurship
2021,May,22,Australia,Oceania,407,Female,PhD,Engineering,Entrepreneurship
2022,August,31,Canada,Europe,243,Female,Postgraduate,Medicine,Entrepreneurship
2022,March,12,India,Oceania,407,Male,Undergraduate,Medicine,Entrepreneurship
2023,April,14,Canada,Europe,332,Male,PhD,Engineering,Entrepreneurship
2021,March,11,UK,North America,101,Male,Postgraduate,Science,Research
2022,December,48,Australia,North America,139,Male,Postgraduate,Arts,Research
2021,November,46,Australia,Asia,63,Male,Undergraduate,Arts,Employment
2023,August,34,India,Oceania,170,Male,Postgraduate,Engineering,Employment
2023,October,40,Canada,Oceania,378,Male,PhD,Arts,Employment
2023,February,06,Canada,Oceania,184,Male,Undergraduate,Engineering,Research
2021,March,12,Canada,Asia,287,Male,PhD,Business,Entrepreneurship
2022,April,17,UK,Asia,305,Male,Postgraduate,Engineering,Entrepreneurship
2022,November,44,UK,Europe,324,Male,Postgraduate,Business,Employment
2023,November,46,Australia,Europe,150,Female,PhD,Business,Research
2022,October,42,USA,Europe,202,Other,Postgraduate,Arts,Research
2021,August,32,USA,North America,353,Female,Postgraduate,Business,Employment
2023,January,04,USA,Asia,201,Female,PhD,Arts,Research
2023,August,32,India,Europe,359,Other,PhD,Science,Entrepreneurship
2021,May,21,Australia,Europe,291,Male,Undergraduate,Science,Research
2021,November,44,Canada,North America,145,Female,PhD,Arts,Entrepreneurship
2023,April,17,Australia,North America,370,Female,PhD,Medicine,Entrepreneurship
2023,July,29,India,Europe,91,Female,Postgraduate,Science,Entrepreneurship
2023,March,10,USA,Asia,159,Female,PhD,Science,Research
2023,August,32,UK,North America,85,Female,Postgraduate,Arts,Research
2022,March,11,Canada,Europe,186,Female,PhD,Engineering,Entrepreneurship
2023,July,28,USA,Asia,443,Male,Undergraduate,Medicine,Employment
2021,November,45,UK,Oceania,274,Other,Undergraduate,Medicine,Research
2023,August,32,UK,Asia,426,Male,Undergraduate,Science,Entrepreneurship
2023,August,31,USA,North America,341,Female,PhD,Medicine,Entrepreneurship
2021,August,34,Australia,North America,110,Other,Postgraduate,Science,Entrepreneurship
2023,May,21,Canada,Asia,91,Other,Undergraduate,Science,Employment
2021,June,24,India,Europe,297,Other,Postgraduate,Medicine,Employment
2023,July,30,UK,Europe,56,Other,Undergraduate,Arts,Research
2022,August,34,USA,Europe,279,Male,PhD,Business,Research
2022,July,28,UK,Oceania,122,Other,PhD,Science,Entrepreneurship
2021,May,17,USA,Europe,219,Female,Undergraduate,Engineering,Entrepreneurship
2021,July,28,UK,Europe,450,Male,PhD,Business,Employment
2023,February,07,Canada,Europe,456,Other,Postgraduate,Arts,Research
2023,September,38,Canada,Oceania,491,Female,Undergraduate,Medicine,Entrepreneurship
2021,January,02,USA,North America,174,Male,Postgraduate,Medicine,Entrepreneurship
2023,January,02,India,Europe,281,Other,Undergraduate,Business,Research
2023,February,05,Canada,North America,194,Other,PhD,Arts,Employment
2021,January,04,India,Oceania,112,Male,PhD,Arts,Employment
2023,January,03,USA,Oceania,276,Other,PhD,Medicine,Employment
2022,May,20,India,North America,460,Other,Undergraduate,Arts,Entrepreneurship
2022,November,46,USA,Asia,247,Other,Undergraduate,Arts,Entrepreneurship
2021,April,16,USA,Oceania,483,Female,Postgraduate,Medicine,Employment
2021,December,50,USA,Oceania,357,Male,Undergraduate,Engineering,Employment
2023,September,37,Canada,Europe,498,Female,Undergraduate,Engineering,Entrepreneurship
2023,May,19,Australia,North America,398,Male,Postgraduate,Science,Employment
2022,April,14,Canada,Asia,306,Male,Postgraduate,Medicine,Research
2021,July,29,Canada,Europe,428,Female,Undergraduate,Engineering,Entrepreneurship
2023,January,02,Australia,Europe,269,Male,Postgraduate,Science,Research
2023,July,30,Australia,North America,211,Male,Postgraduate,Science,Research
2022,May,19,Canada,Europe,129,Other,Postgraduate,Science,Research
2022,May,19,USA,Asia,391,Other,Postgraduate,Business,Research
2021,August,34,India,North America,275,Female,Postgraduate,Science,Research
2022,June,25,USA,Europe,363,Male,PhD,Engineering,Entrepreneurship
2021,August,34,UK,Asia,216,Other,Postgraduate,Engineering,Employment
2023,October,42,USA,Asia,463,Male,PhD,Arts,Employment
2022,June,25,USA,Asia,134,Other,PhD,Medicine,Employment
2021,December,51,Australia,Oceania,472,Male,PhD,Engineering,Entrepreneurship
2023,March,10,UK,Asia,177,Other,Postgraduate,Science,Entrepreneurship
2023,July,27,Canada,Oceania,88,Other,Undergraduate,Arts,Research
2021,May,18,Australia,Oceania,329,Female,Undergraduate,Business,Entrepreneurship
2021,October,43,Canada,North America,168,Other,PhD,Arts,Employment
2022,December,51,India,Asia,242,Female,Undergraduate,Medicine,Entrepreneurship
2021,July,29,USA,North America,245,Female,PhD,Arts,Employment
2023,July,27,Canada,Asia,170,Female,Postgraduate,Medicine,Research
2022,October,40,UK,Oceania,147,Female,PhD,Business,Entrepreneurship
2023,March,11,USA,Europe,337,Male,Undergraduate,Business,Employment
2022,September,39,Australia,Oceania,418,Female,Postgraduate,Arts,Employment
2022,November,47,India,Oceania,145,Other,Undergraduate,Medicine,Employment
2023,November,47,UK,Oceania,315,Male,Postgraduate,Engineering,Employment
2021,October,40,UK,North America,409,Male,Undergraduate,Arts,Employment
2022,March,12,UK,Oceania,399,Male,Undergraduate,Arts,Entrepreneurship
2022,March,12,Canada,Oceania,416,Other,Undergraduate,Medicine,Employment
2023,October,42,UK,North America,332,Female,Undergraduate,Science,Employment
2021,August,34,India,North America,322,Other,Postgraduate,Business,Entrepreneurship
2021,January,01,Australia,Europe,376,Other,Postgraduate,Arts,Employment
2023,March,13,Canada,Asia,262,Female,Undergraduate,Engineering,Entrepreneurship
2021,May,22,Canada,Asia,178,Other,Postgraduate,Science,Employment
2022,March,11,India,Europe,368,Male,PhD,Engineering,Entrepreneurship
2022,September,39,UK,Oceania,415,Other,Postgraduate,Engineering,Employment
2023,March,10,Canada,North America,451,Female,Undergraduate,Science,Employment
2023,January,05,UK,Europe,344,Other,Undergraduate,Engineering,Entrepreneurship
2021,June,26,UK,Europe,265,Other,PhD,Engineering,Entrepreneurship
2023,February,06,USA,North America,130,Other,Undergraduate,Engineering,Research
2023,March,10,India,Oceania,486,Female,PhD,Science,Research
2022,March,11,India,Asia,217,Other,Postgraduate,Medicine,Entrepreneurship
2021,November,47,UK,Oceania,490,Other,Postgraduate,Arts,Entrepreneurship
2023,October,40,Canada,North America,255,Male,PhD,Medicine,Research
2023,July,27,Canada,Europe,55,Other,Undergraduate,Medicine,Entrepreneurship
2023,May,20,Australia,Oceania,144,Female,Postgraduate,Business,Research
2023,June,26,UK,Europe,288,Other,Postgraduate,Medicine,Research
2021,May,18,India,North America,146,Other,Postgraduate,Science,Employment
2023,September,35,India,North America,442,Male,Postgraduate,Science,Research
2021,June,25,Canada,North America,115,Other,Postgraduate,Science,Employment
2021,April,15,Canada,Europe,303,Male,Postgraduate,Arts,Research
2021,November,46,India,Asia,395,Female,Postgraduate,Business,Entrepreneurship
2023,October,43,Australia,Europe,222,Other,Undergraduate,Medicine,Employment
2021,February,05,India,North America,266,Female,Postgraduate,Engineering,Research
2022,September,35,Australia,North America,373,Male,Postgraduate,Medicine,Employment
2023,August,35,Canada,Asia,336,Female,PhD,Arts,Research
2021,March,11,USA,Europe,177,Male,PhD,Arts,Employment
2021,October,43,Canada,Europe,482,Other,Postgraduate,Arts,Entrepreneurship
2023,July,29,India,Asia,235,Male,Postgraduate,Engineering,Research
2022,August,33,India,Asia,245,Male,PhD,Medicine,Research
2021,March,10,Canada,Europe,451,Female,Undergraduate,Medicine,Employment
2023,December,51,India,North America,383,Other,Postgraduate,Science,Employment
2023,March,11,UK,Asia,371,Female,Postgraduate,Science,Entrepreneurship
2021,May,21,Canada,Asia,401,Other,PhD,Business,Entrepreneurship
2023,February,09,India,Europe,323,Other,Postgraduate,Arts,Entrepreneurship
2021,November,45,USA,Oceania,236,Other,Undergraduate,Arts,Research
2021,February,05,India,North America,62,Male,PhD,Arts,Entrepreneurship
2021,October,42,UK,Asia,64,Other,Undergraduate,Arts,Research
2022,May,18,UK,North America,258,Female,Postgraduate,Arts,Employment
2023,September,38,USA,North America,421,Other,Postgraduate,Business,Employment
2022,November,44,UK,North America,365,Other,Undergraduate,Medicine,Employment
2023,October,41,Australia,North America,129,Other,Postgraduate,Business,Entrepreneurship
2021,March,10,UK,Europe,56,Other,Undergraduate,Medicine,Employment
2023,May,19,Canada,North America,320,Other,Undergraduate,Business,Research
2021,May,21,India,Oceania,328,Other,PhD,Engineering,Employment
2023,January,02,Australia,Oceania,84,Male,Postgraduate,Science,Research
2022,March,09,Canada,North America,103,Other,Postgraduate,Engineering,Entrepreneurship
2023,October,41,USA,Asia,278,Female,PhD,Arts,Employment
2023,August,35,India,Europe,371,Other,Undergraduate,Medicine,Entrepreneurship
2021,November,48,UK,Europe,114,Female,Postgraduate,Business,Employment
2021,April,15,India,North America,66,Other,Undergraduate,Arts,Employment
2023,May,21,Australia,Europe,127,Male,Undergraduate,Science,Entrepreneurship
2022,May,19,India,Europe,441,Other,Postgraduate,Engineering,Research
2022,December,49,Australia,Asia,103,Male,PhD,Arts,Research
2023,June,25,Canada,Europe,161,Female,Postgraduate,Science,Employment
2022,August,34,USA,Europe,379,Male,Undergraduate,Science,Employment
2023,March,12,India,Europe,412,Male,PhD,Engineering,Entrepreneurship
2022,September,38,India,Oceania,354,Male,Postgraduate,Arts,Entrepreneurship
2023,June,26,UK,Europe,155,Other,Postgraduate,Arts,Research
2023,June,23,Canada,Asia,55,Male,Undergraduate,Medicine,Entrepreneurship
2022,February,09,USA,North America,184,Female,Undergraduate,Business,Research
2023,July,30,Canada,Asia,136,Female,Undergraduate,Arts,Research
2023,February,05,USA,North America,312,Other,Postgraduate,Medicine,Research
2021,April,15,India,North America,324,Female,PhD,Engineering,Research
2022,December,51,India,Asia,219,Female,Undergraduate,Arts,Employment
2021,July,28,Canada,North America,62,Other,Postgraduate,Medicine,Entrepreneurship
2022,August,33,UK,North America,353,Male,PhD,Science,Employment
2021,September,35,USA,Asia,334,Female,Undergraduate,Engineering,Research
2023,October,43,India,North America,490,Other,PhD,Business,Research
2022,February,05,USA,North America,474,Other,Undergraduate,Arts,Entrepreneurship
2021,November,45,India,Asia,101,Other,PhD,Medicine,Employment
2022,February,05,Canada,Oceania,442,Male,PhD,Arts,Entrepreneurship
2023,May,20,UK,Asia,78,Male,Undergraduate,Engineering,Entrepreneurship
2022,August,34,USA,North America,399,Male,PhD,Science,Entrepreneurship
2021,June,23,India,Oceania,224,Other,PhD,Medicine,Employment
2021,August,31,USA,Europe,435,Female,Undergraduate,Medicine,Employment
2022,March,10,Canada,Oceania,308,Female,Postgraduate,Medicine,Employment
2022,November,44,USA,Europe,339,Male,Undergraduate,Engineering,Employment
2023,October,44,USA,Europe,192,Male,Postgraduate,Business,Entrepreneurship
2022,May,19,Australia,Asia,116,Other,PhD,Engineering,Research
2021,December,49,USA,Oceania,235,Female,Postgraduate,Science,Entrepreneurship
2022,December,50,India,Asia,199,Other,PhD,Medicine,Employment
2023,January,03,UK,North America,185,Other,Undergraduate,Business,Employment
2023,July,30,USA,North America,236,Other,PhD,Science,Research
2021,May,20,UK,North America,318,Female,Postgraduate,Arts,Entrepreneurship
2021,November,44,Canada,Europe,496,Other,Postgraduate,Medicine,Entrepreneurship
2022,March,10,India,North America,177,Female,PhD,Medicine,Employment
2022,April,15,Canada,Oceania,273,Female,PhD,Science,Employment
2023,December,48,UK,Oceania,115,Female,Undergraduate,Business,Employment
2023,November,46,USA,Europe,358,Male,PhD,Arts,Research
2022,November,48,Australia,North America,413,Male,Postgraduate,Arts,Employment
2023,September,39,USA,North America,263,Male,Undergraduate,Medicine,Research
2021,August,35,UK,North America,493,Other,Postgraduate,Business,Research
2022,February,08,UK,Oceania,315,Male,PhD,Science,Entrepreneurship
2021,April,14,India,North America,181,Female,PhD,Science,Employment
2023,April,17,Australia,Oceania,60,Other,Undergraduate,Science,Employment
2021,August,34,India,Oceania,108,Other,PhD,Medicine,Entrepreneurship
2021,December,49,Canada,North America,314,Male,Postgraduate,Science,Research
2022,November,45,Australia,Asia,126,Female,Postgraduate,Medicine,Employment
2023,February,07,India,Europe,152,Female,Postgraduate,Arts,Employment
2022,March,11,Australia,Asia,464,Male,Undergraduate,Science,Entrepreneurship
2021,October,44,India,Europe,463,Male,Postgraduate,Science,Entrepreneurship
2023,November,47,India,Europe,316,Female,Postgraduate,Arts,Research
2022,August,33,Canada,North America,290,Female,Postgraduate,Engineering,Employment
2022,September,37,USA,Oceania,318,Male,Undergraduate,Medicine,Employment
2022,January,05,Canada,Oceania,404,Other,PhD,Business,Entrepreneurship
2021,July,29,Australia,Europe,307,Other,Undergraduate,Engineering,Employment
2022,February,07,Australia,North America,460,Other,Postgraduate,Engineering,Entrepreneurship
2023,June,24,UK,Europe,51,Male,PhD,Science,Research
2021,April,14,USA,Europe,465,Male,Undergraduate,Engineering,Entrepreneurship
2022,March,12,UK,North America,191,Male,PhD,Medicine,Entrepreneurship
2022,March,09,USA,Europe,471,Other,PhD,Arts,Research
2021,November,44,Australia,Europe,94,Other,Undergraduate,Engineering,Employment
2023,February,08,India,North America,313,Male,Undergraduate,Science,Entrepreneurship
2021,October,40,USA,Asia,366,Female,Postgraduate,Medicine,Employment
2022,January,04,UK,Europe,472,Female,Undergraduate,Business,Research
2022,November,46,India,North America,179,Male,Undergraduate,Arts,Employment
2022,January,05,Canada,Oceania,283,Other,Undergraduate,Engineering,Research
2021,May,20,USA,Oceania,198,Female,Postgraduate,Science,Entrepreneurship
2021,January,03,Australia,Oceania,122,Other,Undergraduate,Medicine,Research
2021,January,03,India,North America,293,Male,Undergraduate,Science,Employment
2023,July,30,Canada,Europe,272,Other,PhD,Medicine,Entrepreneurship
2023,November,44,UK,Europe,352,Male,Postgraduate,Science,Employment
2023,November,48,USA,Asia,246,Female,PhD,Business,Employment
2023,February,07,UK,Oceania,403,Other,PhD,Medicine,Research
2022,October,43,Australia,North America,498,Male,PhD,Business,Entrepreneurship
2022,September,39,India,Asia,72,Female,Postgraduate,Arts,Entrepreneurship
2021,August,35,India,Asia,305,Female,PhD,Business,Entrepreneurship
2021,February,06,India,Europe,86,Female,Postgraduate,Arts,Employment
2023,November,47,Canada,North America,353,Male,PhD,Engineering,Employment
2021,February,06,Canada,Oceania,311,Male,Undergraduate,Business,Employment
2021,May,21,Canada,Asia,211,Female,Undergraduate,Business,Entrepreneurship
2021,October,40,USA,Asia,201,Male,Postgraduate,Arts,Employment
2022,February,07,USA,Europe,384,Other,Undergraduate,Medicine,Employment
2022,January,02,Australia,Asia,293,Female,Postgraduate,Arts,Research
2022,March,10,UK,Oceania,285,Male,Postgraduate,Engineering,Employment
2021,May,18,Canada,North America,340,Male,Postgraduate,Arts,Entrepreneurship
2022,July,31,Australia,Asia,192,Other,Undergraduate,Arts,Research
2022,March,10,UK,Oceania,398,Female,Postgraduate,Science,Entrepreneurship
2023,January,03,India,North America,59,Female,Undergraduate,Business,Employment
2022,February,08,Australia,Oceania,339,Male,PhD,Business,Employment
2021,April,13,UK,Europe,133,Male,PhD,Medicine,Research
2021,September,36,USA,Europe,357,Female,PhD,Business,Employment
2021,April,16,Canada,Europe,267,Female,Postgraduate,Medicine,Research
2021,April,14,India,Oceania,195,Male,PhD,Business,Research
2023,December,50,India,Europe,219,Other,PhD,Medicine,Research
2022,July,28,USA,North America,345,Female,PhD,Science,Employment
2022,May,18,Australia,Asia,83,Other,Postgraduate,Science,Employment
2022,May,19,India,North America,192,Female,PhD,Arts,Entrepreneurship
2022,March,11,UK,Oceania,292,Female,Postgraduate,Engineering,Research
2022,October,42,Australia,Europe,142,Male,PhD,Business,Research
2023,October,40,UK,North America,223,Other,Undergraduate,Arts,Research
2021,March,13,Canada,North America,439,Male,Postgraduate,Business,Employment
2021,April,17,India,Oceania,274,Female,Postgraduate,Medicine,Research
2021,December,49,USA,Europe,81,Other,PhD,Business,Employment
2022,March,11,USA,Europe,372,Other,PhD,Medicine,Employment
2022,June,23,UK,Europe,91,Other,PhD,Medicine,Employment
2021,July,30,UK,Europe,167,Male,Postgraduate,Arts,Research
2023,August,32,USA,Oceania,159,Female,Postgraduate,Science,Employment
2022,November,48,USA,Asia,182,Other,Undergraduate,Medicine,Research
2022,April,15,Canada,Europe,455,Male,Postgraduate,Medicine,Research
2023,July,29,India,Asia,77,Male,Postgraduate,Science,Employment
2022,July,30,USA,North America,86,Male,Postgraduate,Science,Research
2022,January,05,Canada,Europe,129,Male,Postgraduate,Engineering,Employment
2023,January,03,Canada,Asia,362,Other,Undergraduate,Engineering,Entrepreneurship
2021,January,01,Australia,Oceania,340,Other,PhD,Engineering,Entrepreneurship
2021,September,37,India,Oceania,269,Male,PhD,Arts,Employment
2021,January,01,India,Europe,220,Other,Postgraduate,Medicine,Employment
2023,January,03,Canada,Oceania,111,Female,PhD,Business,Research
2021,March,12,Canada,Oceania,124,Other,Undergraduate,Business,Entrepreneurship
2023,January,04,Canada,Europe,454,Other,Postgraduate,Medicine,Employment
2022,January,02,India,Europe,440,Male,PhD,Medicine,Entrepreneurship
2021,December,51,UK,Oceania,53,Other,Undergraduate,Business,Employment
2022,November,44,USA,Oceania,349,Female,Postgraduate,Arts,Research
2022,August,34,India,North America,373,Male,PhD,Business,Entrepreneurship
2022,June,23,India,North America,383,Other,PhD,Science,Research
2021,June,26,Canada,Europe,67,Female,Undergraduate,Medicine,Research
2023,July,28,Canada,Europe,140,Female,Postgraduate,Arts,Research
2023,March,11,India,Asia,442,Male,Undergraduate,Science,Research
2021,May,19,India,Europe,344,Female,PhD,Medicine,Employment
2021,May,18,Canada,Europe,58,Male,Postgraduate,Science,Entrepreneurship
2023,August,33,USA,Asia,271,Male,Postgraduate,Arts,Employment
2022,June,22,India,Oceania,242,Other,Postgraduate,Engineering,Research
2021,November,46,UK,Europe,204,Other,Undergraduate,Medicine,Entrepreneurship
2022,February,08,Canada,North America,204,Other,PhD,Science,Entrepreneurship
2021,September,38,India,Asia,65,Female,PhD,Arts,Research
2023,March,10,USA,Oceania,324,Other,PhD,Medicine,Research
2022,September,38,Australia,Asia,271,Male,Undergraduate,Medicine,Entrepreneurship
2021,September,35,USA,Asia,120,Male,Undergraduate,Arts,Entrepreneurship
2023,September,38,Canada,Asia,375,Other,Undergraduate,Business,Entrepreneurship
2021,March,12,Canada,North America,55,Male,Postgraduate,Engineering,Employment
2021,February,08,India,Asia,175,Other,Undergraduate,Business,Entrepreneurship
2021,February,07,Australia,North America,334,Other,Undergraduate,Engineering,Research
2022,January,04,Canada,Europe,85,Other,Undergraduate,Medicine,Entrepreneurship
2023,October,42,USA,North America,383,Other,Undergraduate,Arts,Employment
2023,October,41,USA,Oceania,163,Other,PhD,Medicine,Entrepreneurship
2023,July,31,USA,Asia,279,Female,Postgraduate,Science,Research
2021,December,51,India,Asia,326,Other,Undergraduate,Arts,Entrepreneurship
2023,January,01,UK,North America,410,Female,Undergraduate,Arts,Employment
2021,October,39,Australia,North America,166,Female,Postgraduate,Engineering,Employment
2021,June,24,Australia,North America,304,Male,Undergraduate,Science,Employment
2021,August,33,Australia,North America,110,Male,PhD,Arts,Employment
2023,March,09,Canada,North America,389,Female,PhD,Science,Research
2023,June,26,USA,Europe,373,Female,PhD,Arts,Research
2021,May,19,Canada,Europe,367,Female,Undergraduate,Medicine,Entrepreneurship
2022,August,34,India,Oceania,333,Other,Postgraduate,Arts,Research
2022,May,20,Canada,Asia,451,Male,PhD,Arts,Research
2022,July,27,Australia,Asia,426,Male,Postgraduate,Science,Research
2021,December,51,UK,Oceania,354,Female,Undergraduate,Science,Employment
2021,May,17,UK,North America,125,Male,Undergraduate,Business,Entrepreneurship
2022,February,08,UK,Asia,317,Other,PhD,Arts,Employment
2023,September,39,India,Europe,348,Female,Postgraduate,Science,Entrepreneurship
2022,April,13,Australia,Oceania,264,Other,Undergraduate,Science,Research
